Category,Keyword,Tweet_Timestamp,Tweet_Content,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks,lemmatized_tweet,clean_tweet
TopPost,#paris2024,2024-08-08,The pakistani Arshad Nadeem shatters the Olympic javelin record with a throw of 92.97m on his second attempt .#Paris2024 Getty Images/Julian Finney,3K,8.8K,150K,"['pakistani', 'arshad', 'nadeem', 'shatters', 'olympic', 'javelin', 'record', 'throw', 'second', 'attempt', 'paris2024', 'getty', 'imagesjulian', 'finney']",pakistani arshad nadeem shatters olympic javelin record throw second attempt paris2024 getty imagesjulian finney
TopPost,#paris2024,2024-08-08,LETSILE TEBOGO BOTSWANA IS THE OLYMPIC 200M CHAMP 's Letsile Tebogo powers to the gold with a 19.46 AREA RECORD #Paris2024Â  #Olympics,1.1K,4.2K,216K,"['letsile', 'tebogo', 'botswana', 'olympic', 'champ', 'letsile', 'tebogo', 'power', 'gold', 'area', 'record', 'paris2024â', 'olympics']",letsile tebogo botswana olympic champ letsile tebogo power gold area record paris2024â olympics
TopPost,#paris2024,2024-08-08,"WORLD RECORD It's @GoSydGo's world and we're all living in it.50.37 400m hurdles world record, double Olympic champion #Paris2024 #OlympicGames",2.1K,5.6K,158K,"['world', 'record', 'world', 'living', 'it5037', 'hurdle', 'world', 'record', 'double', 'olympic', 'champion', 'paris2024', 'olympicgames']",world record world living it5037 hurdle world record double olympic champion paris2024 olympicgames
TopPost,#paris2024,2024-08-08,"An Olympic record and a gold medal, what else could you ask ?What a great performance for a first title! -Un record Olympique et une mÃ©daille d'or, que demander de plus ?Quelle belle prestation pour un premier sacre !  #Paris2024",161,376,9.6K,"['olympic', 'record', 'gold', 'medal', 'else', 'ask', 'great', 'performance', 'first', 'title', 'un', 'record', 'olympique', 'une', 'mã', 'daille', 'dor', 'que', 'demander', 'quelle', 'belle', 'prestation', 'pour', 'un', 'premier', 'sacre', 'paris2024']",olympic record gold medal else ask great performance first title un record olympique une mã daille dor que demander quelle belle prestation pour un premier sacre paris2024
TopPost,#paris2024,2024-08-08,Olympic champ Letsile Tebogo moves up to 5th on the 200m all-time list  19.46 Letsile Tebogo   19.62 @kenny_bednarek 19.70 @LylesNoah  #Paris2024 #Olympics,849,3.2K,101K,"['olympic', 'champ', 'letsile', 'tebogo', 'move', 'alltime', 'list', 'letsile', 'tebogo', 'paris2024', 'olympics']",olympic champ letsile tebogo move alltime list letsile tebogo paris2024 olympics
TopPost,#paris2024,2024-08-08,Letsile Tebogo   at the age of 21 is the youngest man to win Olympic 200m GOLD  since 1956!History for Botswana!He is also the first man from Africa to win GOLD in the 200m at an Olympic Games.#Paris2024â¯â¯â¯ #Olympicsâ¯â¯â¯ #Athletics,1K,3.1K,75K,"['letsile', 'tebogo', 'age', 'youngest', 'man', 'win', 'gold', 'botswanahe', 'also', 'first', 'man', 'africa', 'win', 'gold', 'olympic', 'gamesparis2024â', 'â', 'â', 'â', 'â', 'athletics']",letsile tebogo age youngest man win gold botswanahe also first man africa win gold olympic gamesparis2024â â â â â athletics
TopPost,#olympics2024,2024-08-06,â¢ Inspired by Allyson Felixâ¢ Studied neurobiology at Harvardâ¢Â Got her Master's degree in Epidemiologyâ¢Â Volunteers at a clinic for the uninsured in Texasâ¢Â Signed an endorsement deal with New Balanceâ¢ Just absolutely dominated the 200m final in ParisGABBY THOMAS,3.6K,17K,539K,"['â', 'inspired', 'allyson', 'felixâ', 'studied', 'neurobiology', 'harvardâ', 'â', 'got', 'master', 'degree', 'epidemiologyâ', 'â', 'volunteer', 'clinic', 'uninsured', 'texasâ', 'â', 'signed', 'endorsement', 'deal', 'new', 'balanceâ', 'absolutely', 'dominated', 'final', 'parisgabby', 'thomas']",â inspired allyson felixâ studied neurobiology harvardâ â got master degree epidemiologyâ â volunteer clinic uninsured texasâ â signed endorsement deal new balanceâ absolutely dominated final parisgabby thomas
TopPost,#olympics2024,2024-08-08,Neeraj Chopra has won a gold medal in the Olympics. And has been nominated for the world athlete of the year. This is a matter of great pride for our country India. Many many congratulations for the gold medal.#NeerajChopraWinsGold#Olympics2024 #GOLD #NeerajChopra,130,665,101K,"['neeraj', 'chopra', 'gold', 'medal', 'olympics', 'nominated', 'world', 'athlete', 'year', 'matter', 'great', 'pride', 'country', 'india', 'many', 'many', 'congratulation', 'gold', 'medalneerajchoprawinsgoldolympics2024', 'gold', 'neerajchopra']",neeraj chopra gold medal olympics nominated world athlete year matter great pride country india many many congratulation gold medalneerajchoprawinsgoldolympics2024 gold neerajchopra
TopPost,#olympics2024,2024-08-07,MUST WATCH: KENNETH ROOKS IS CRAZY FOR THIS ONE!ABSOLUTELY SENT IT. SILVER SHOCKER IN THE STEEPLECHASE. WOW!!#Paris2024Â  #Olympics2024 #Athletics,570,7.9K,1M,"['watch', 'kenneth', 'rook', 'crazy', 'oneabsolutely', 'sent', 'silver', 'shocker', 'steeplechase', 'wowparis2024â', 'athletics']",watch kenneth rook crazy oneabsolutely sent silver shocker steeplechase wowparis2024â athletics
TopPost,#olympics2024,2024-08-01,"STOP MEN FROM COMPETING IN WOMEN SPORTS.During Women #Olympics2024 boxing, Angela Carini abandoned her fight against Imane Khelif, a biological male just after 46 seconds. https://x.com/clownworld_/st/ClownWorld_/status/1818963801695535174/video/1â¦",3,7,2.9K,"['stop', 'men', 'competing', 'woman', 'sportsduring', 'woman', 'boxing', 'angela', 'carini', 'abandoned', 'fight', 'imane', 'khelif', 'biological', 'male', 'second']",stop men competing woman sportsduring woman boxing angela carini abandoned fight imane khelif biological male second
TopPost,#parisolympics,2024-08-08,What a breakthrough for Anna Cockrell for her FIRST Olympic medal!  #ParisOlympics,648,3K,37K,"['anna', 'cockrell', 'first', 'olympic', 'medal', 'parisolympics']",anna cockrell first olympic medal parisolympics
TopPost,#parisolympics,2024-08-08,WORLD RECORD FOR SYDNEY MCLAUGHLIN-LEVRONE! Sydney cannot be stopped! Her 50.37 shattered her own world record for gold at #Paris2024! #ParisOlympics,376,1.9K,31K,"['world', 'record', 'sydney', 'mclaughlinlevrone', 'sydney', 'cannot', 'stopped', 'shattered', 'world', 'record', 'gold', 'paris2024', 'parisolympics']",world record sydney mclaughlinlevrone sydney cannot stopped shattered world record gold paris2024 parisolympics
TopPost,#parisolympics,2024-08-08,KUNG FU KENNY CLUTCH@kenny_bednarek is the 200m Olympic silver medalist!#ParisOlympics,1.6K,11K,303K,"['kung', 'fu', 'kenny', 'clutch', 'olympic', 'silver', 'medalistparisolympics']",kung fu kenny clutch olympic silver medalistparisolympics
TopPost,#parisolympics,2024-08-08,The best of all time @GoSydGo is the first woman in history to repeat Olympic gold in the 400m hurdles.#ParisOlympics,167,915,13K,"['best', 'time', 'first', 'woman', 'history', 'repeat', 'olympic', 'gold', 'hurdlesparisolympics']",best time first woman history repeat olympic gold hurdlesparisolympics
TopPost,#parisolympics,2024-08-08,Lewis Johnson provides an update on Noah Lylesâ condition after he received medical attention following the 200m final. #ParisOlympics  NBC & Peacock,381,947,224K,"['lewis', 'johnson', 'provides', 'update', 'noah', 'lylesâ', 'condition', 'received', 'medical', 'attention', 'following', 'final', 'parisolympics', 'nbc', 'peacock']",lewis johnson provides update noah lylesâ condition received medical attention following final parisolympics nbc peacock
TopPost,#parisolympics,2024-08-05,Olympic-level table tennis is DIFFERENT. Enjoy a sampler of the best points so far from the #ParisOlympics.,2.5K,15K,1.8M,"['olympiclevel', 'table', 'tennis', 'different', 'enjoy', 'sampler', 'best', 'point', 'far', 'parisolympics']",olympiclevel table tennis different enjoy sampler best point far parisolympics
TopPost,#paris2024,2024-08-08,"Letsile Tebogo, he did it for his mom, for his family, for Botswana and for all Africa   #Paris2024 #CloserToYourChampions",503504,2.1K,59K,"['letsile', 'tebogo', 'mom', 'family', 'botswana', 'africa', 'paris2024', 'closertoyourchampions']",letsile tebogo mom family botswana africa paris2024 closertoyourchampions
TopPost,#paris2024,2024-08-08,"An Olympic record and a gold medal, what else could you ask ?What a great performance for a first title! -Un record Olympique et une mÃ©daille d'or, que demander de plus ?Quelle belle prestation pour un premier sacre !  #Paris2024",169,376,9.6K,"['olympic', 'record', 'gold', 'medal', 'else', 'ask', 'great', 'performance', 'first', 'title', 'un', 'record', 'olympique', 'une', 'mã', 'daille', 'dor', 'que', 'demander', 'quelle', 'belle', 'prestation', 'pour', 'un', 'premier', 'sacre', 'paris2024']",olympic record gold medal else ask great performance first title un record olympique une mã daille dor que demander quelle belle prestation pour un premier sacre paris2024
TopPost,#paris2024,2024-08-08,Sydney McLaughlin-Levrone is just on another level That's what a 50.37 400m hurdles world record looks like #Paris2024 #OlympicGames,545,2K,81K,"['sydney', 'mclaughlinlevrone', 'level', 'thats', 'hurdle', 'world', 'record', 'look', 'paris2024', 'olympicgames']",sydney mclaughlinlevrone level thats hurdle world record look paris2024 olympicgames
TopPost,#paris2024,2024-08-08,YOU'RE NOT DREAMING @tar___ruh You're the Olympic long jump champion with 7.10m #Paris2024 #Olympics,717,3.1K,78K,"['youre', 'dreaming', 'youre', 'olympic', 'long', 'jump', 'champion', 'paris2024', 'olympics']",youre dreaming youre olympic long jump champion paris2024 olympics
TopPost,#paris2024,2024-08-07,Another woman loses her Olympic dream. Another protest. Enough is enough #paris2024,5K,21K,2.6M,"['woman', 'loses', 'olympic', 'dream', 'protest', 'enough', 'enough', 'paris2024']",woman loses olympic dream protest enough enough paris2024
TopPost,#olympics2024,2024-08-08,I told yall years ago when it was me alone. #Jamaica #Olympics2024 Gold medal  for Jamaica in the discus.,233,1.2K,26K,"['told', 'year', 'ago', 'alone', 'jamaica', 'olympics2024', 'gold', 'medal', 'jamaica', 'discus']",told year ago alone jamaica olympics2024 gold medal jamaica discus
TopPost,#olympics2024,2024-08-03,"Kung para sa iyo, iyo talaga!!!!After 100 years of waiting. Our first GOLD for gymnastics! Finally!!!#Paris2024 #Olympics2024",6,22,2.5K,"['kung', 'para', 'sa', 'iyo', 'iyo', 'talagaafter', 'year', 'waiting', 'first', 'gold', 'gymnastics', 'finallyparis2024', 'olympics2024']",kung para sa iyo iyo talagaafter year waiting first gold gymnastics finallyparis2024 olympics2024
TopPost,#olympics2024,2024-08-08,Petition to have the Weak Bladder Marathon at the next Olympics.#MontyPython #Olympics2024 #Comedy #Sketch,162,754,29K,"['petition', 'weak', 'bladder', 'marathon', 'next', 'olympicsmontypython', 'olympics2024', 'comedy', 'sketch']",petition weak bladder marathon next olympicsmontypython olympics2024 comedy sketch
TopPost,#olympics2024,2024-08-06,Zheng Qinwen becomes the first Chinese tennis player in history to win an Olympic Gold Medal in singles. No Chinese has done it before her. #Paris2024 Â #Olympics2024,9,63,2.6K,"['zheng', 'qinwen', 'becomes', 'first', 'chinese', 'tennis', 'player', 'history', 'win', 'olympic', 'gold', 'medal', 'single', 'chinese', 'done', 'paris2024', 'â', 'olympics2024']",zheng qinwen becomes first chinese tennis player history win olympic gold medal single chinese done paris2024 â olympics2024
TopPost,#olympics2024,2024-08-08,#Nirajchopra abhi bhi umeed hai#ArshadNadeem #Olympics2024,1,3,402,"['nirajchopra', 'abhi', 'bhi', 'umeed', 'haiarshadnadeem', 'olympics2024']",nirajchopra abhi bhi umeed haiarshadnadeem olympics2024
TopPost,#parisolympics,2024-08-08,That first Olympic final feeling for Nikki Hiltz.  #ParisOlympics  NBC & Peacock,298,2.7K,145K,"['first', 'olympic', 'final', 'feeling', 'nikki', 'hiltz', 'parisolympics', 'nbc', 'peacock']",first olympic final feeling nikki hiltz parisolympics nbc peacock
TopPost,#parisolympics,2024-08-08,The best of all time @GoSydGo is the first woman in history to repeat Olympic gold in the 400m hurdles.#ParisOlympics,171,927933,13K,"['best', 'time', 'first', 'woman', 'history', 'repeat', 'olympic', 'gold', 'hurdlesparisolympics']",best time first woman history repeat olympic gold hurdlesparisolympics
TopPost,#parisolympics,2024-08-06,"Tara Davis-Woodhall, take a bow! With the longest jump of the morning, Tara advances to the final on Thursday! #ParisOlympics",120,694,31K,"['tara', 'daviswoodhall', 'take', 'bow', 'longest', 'jump', 'morning', 'tara', 'advance', 'final', 'thursday', 'parisolympics']",tara daviswoodhall take bow longest jump morning tara advance final thursday parisolympics
TopPost,#parisolympics,2024-07-30,THE MOST CLUTCH TRY IN @USARugby HISTORYÂ Spiff Sedrick wins it for Team USA in the final seconds!#ParisOlympics,7K,45K,2.3M,"['clutch', 'try', 'historyâ', 'spiff', 'sedrick', 'win', 'team', 'usa', 'final', 'secondsparisolympics']",clutch try historyâ spiff sedrick win team usa final secondsparisolympics
TopPost,#parisolympics,2024-08-08,TARA IS GOLDEN! Tara Davis-Woodhall is an Olympic champion in the long jump with a 7.10m leap! #ParisOlympics,149,852,12K,"['tara', 'golden', 'tara', 'daviswoodhall', 'olympic', 'champion', 'long', 'jump', 'leap', 'parisolympics']",tara golden tara daviswoodhall olympic champion long jump leap parisolympics
TopPost,#parisolympics,2024-08-07,Elmo thinks Rocco blinked. #ParisOlympics,5.4K,49K,5.6M,"['elmo', 'think', 'rocco', 'blinked', 'parisolympics']",elmo think rocco blinked parisolympics
TopPost,#paris2024,2024-08-08,Sydney McLaughlin-Levrone is just on another level That's what a 50.37 400m hurdles world record looks like #Paris2024 #OlympicGames,558,2K,81K,"['sydney', 'mclaughlinlevrone', 'level', 'thats', 'hurdle', 'world', 'record', 'look', 'paris2024', 'olympicgames']",sydney mclaughlinlevrone level thats hurdle world record look paris2024 olympicgames
TopPost,#paris2024,2024-08-08,More history made for Morocco! #Paris2024,427,2.5K,82K,"['history', 'made', 'morocco', 'paris2024']",history made morocco paris2024
TopPost,#paris2024,2024-08-08,That finish from Akani Simbine in the Men's 4x100m Relay heat He passed four other sprinters to take South Africa from sixth to second in a matter of seconds #Paris2024 | #CloserToYourChampions,1.6K,4.8K,377K,"['finish', 'akani', 'simbine', 'men', 'relay', 'heat', 'passed', 'sprinter', 'take', 'south', 'africa', 'sixth', 'second', 'matter', 'second', 'paris2024', 'closertoyourchampions']",finish akani simbine men relay heat passed sprinter take south africa sixth second matter second paris2024 closertoyourchampions
TopPost,#paris2024,2024-08-08,"Back-to-back Olympic medals for our star, Neeraj Chopra! India's first silver medal at the #Paris2024 Olympics, and what a way to achieve it! You might have fallen short of the gold, but your commitment and effort in the final were really inspiring! #Olympics ||",839,8.8K,48K,"['backtoback', 'olympic', 'medal', 'star', 'neeraj', 'chopra', 'india', 'first', 'silver', 'medal', 'paris2024', 'olympics', 'way', 'achieve', 'fallen', 'short', 'gold', 'commitment', 'effort', 'final', 'really', 'inspiring', 'olympics']",backtoback olympic medal star neeraj chopra india first silver medal paris2024 olympics way achieve fallen short gold commitment effort final really inspiring olympics
TopPost,#paris2024,2024-08-07,The celebration that keeps on giving #Paris2024,2.5K,21K,3.1M,"['celebration', 'keep', 'giving', 'paris2024']",celebration keep giving paris2024
TopPost,#paris2024,2024-08-08,"Yes, it's a thing. Athletes at the Olympics and beyond are striking the cool stance of Turkish silver medalist Yusuf Dikec, who broke the internet. #Paris2024",278,1.9K,76K,"['yes', 'thing', 'athlete', 'olympics', 'striking', 'cool', 'stance', 'turkish', 'silver', 'medalist', 'yusuf', 'dikec', 'broke', 'internet', 'paris2024']",yes thing athlete olympics striking cool stance turkish silver medalist yusuf dikec broke internet paris2024
TopPost,#olympics2024,2024-08-08,Petition to have the Weak Bladder Marathon at the next Olympics.#MontyPython #Olympics2024 #Comedy #Sketch,162,756,30K,"['petition', 'weak', 'bladder', 'marathon', 'next', 'olympicsmontypython', 'olympics2024', 'comedy', 'sketch']",petition weak bladder marathon next olympicsmontypython olympics2024 comedy sketch
TopPost,#olympics2024,2024-08-05,IM WEAK I KNEW SHE WAS GOING TO BE PETTY I love Simone so much #artisticgymnasticsÂ  #Olympics2024 #Paris2024,24,339,24K,"['im', 'weak', 'knew', 'going', 'petty', 'love', 'simone', 'much', 'artisticgymnasticsâ', 'olympics2024', 'paris2024']",im weak knew going petty love simone much artisticgymnasticsâ olympics2024 paris2024
TopPost,#olympics2024,2024-08-01,"Huge congrats to the GB Womenâs Quad, what a way to make history! I think the excitement was a little too much for Daphne to handle!#Olympics2024 #TeamGB #Olympics",1,8,2K,"['huge', 'congrats', 'gb', 'womenâ', 'quad', 'way', 'make', 'history', 'think', 'excitement', 'little', 'much', 'daphne', 'handleolympics2024', 'teamgb', 'olympics']",huge congrats gb womenâ quad way make history think excitement little much daphne handleolympics2024 teamgb olympics
